index,en_date,en_title,en_link,en_desc,tc_date,tc_title,tc_link,tc_desc,sc_date,sc_title,sc_link,sc_desc
30,September 2019,Complaint of delay and excessive masking in providing a report on traffic and transport impact assessment,https://web.archive.org/web/20221115035248/https://www.ombudsman.hk/wp-content/uploads/2022/07/CEDD_code_EN201909.pdf,Report (PDF),2019年9月,有關土拓署延誤提供一份交通及運輸影響評估報告及過度遮蓋報告內容的投訴,https://web.archive.org/web/20221106213215/https://www.ombudsman.hk/wp-content/uploads/2022/07/CEDD_code_TC201909.pdf,全文 (PDF),2019年9月,有关土拓署延误提供一份交通及运输影响评估报告及过度遮盖报告内容的投诉,https://web.archive.org/web/20221115033456/https://www.ombudsman.hk/wp-content/uploads/2022/07/CEDD_code_SC201909.pdf,全文 (PDF)
29,August 2019,TD refused to provide the list of tenderers and selection result of operators of three new franchised bus routes,https://web.archive.org/web/20221115032437/https://www.ombudsman.hk/wp-content/uploads/2022/07/TD_Code_EN201908.pdf,Report (PDF),2019年8月,運輸署拒絕提供三條新專營巴士路線營辦商的遴選名單及結果,https://web.archive.org/web/20221106205320/https://www.ombudsman.hk/wp-content/uploads/2022/07/TD_Code_TC201908.pdf,全文 (PDF),2019年8月,运输署拒绝提供三条新专营巴士路线营办商的遴选名单及结果,https://web.archive.org/web/20221115035443/https://www.ombudsman.hk/wp-content/uploads/2022/07/TD_Code_SC201908.pdf,全文 (PDF)
28,May 2019,Complaint against OFCA for refusing to provide the service options menus of its telephone hotline voice system,https://web.archive.org/web/20221115041057/https://www.ombudsman.hk/wp-content/uploads/2022/07/OFCA_CODE_EN201905.pdf,Report (PDF),2019年5月,通訊辦拒絕提供其電話熱線語音系統的服務選項列表,https://web.archive.org/web/20221106205349/https://www.ombudsman.hk/wp-content/uploads/2022/07/OFCA_CODE_TC201905.pdf,全文 (PDF),2019年5月,通讯办拒绝提供其电话热线语音系统的服务选项列表,https://web.archive.org/web/20221115035646/https://www.ombudsman.hk/wp-content/uploads/2022/07/OFCA_CODE_SC201905.pdf,全文 (PDF)
27,March 2019,SWD refused to provide annual accounting inspections records of an elderly home,https://web.archive.org/web/20221115035215/https://www.ombudsman.hk/wp-content/uploads/2022/07/SWD_Code_EN201903.pdf,Report (PDF),2019年3月,社署拒絕提供其對某安老院的會計審核記錄,https://web.archive.org/web/20221106205338/https://www.ombudsman.hk/wp-content/uploads/2022/07/SWD_code_TC201903.pdf,全文 (PDF),2019年3月,社署拒绝提供其对某安老院的会计审核记录,https://web.archive.org/web/20221115040737/https://www.ombudsman.hk/wp-content/uploads/2022/07/SWD_code_SC201903.pdf,全文 (PDF)
26,February 2019,TD refused to provide the Code of Practice for the examination of private cars and light goods vehicles at designated car testing centres,https://web.archive.org/web/20221115035416/https://www.ombudsman.hk/wp-content/uploads/2022/07/TD_code_EN201902.pdf,Report (PDF),2019年2月,運輸署拒絕提供私家車及輕型貨車在指定車輛測試中心進行車輛檢驗的實務守則,https://web.archive.org/web/20221106205328/https://www.ombudsman.hk/wp-content/uploads/2022/07/TD_code_TC201902-1.pdf,全文 (PDF),2019年2月,运输署拒绝提供私家车及轻型货车在指定车辆测试中心进行车辆检验的实务守则,https://web.archive.org/web/20221115040950/https://www.ombudsman.hk/wp-content/uploads/2022/07/TD_code_SC201902.pdf,全文 (PDF)
25,February 2019,Complaint against Lands Department for refusing to disclose the amounts of premium and administration fee paid by an applicant for change of land use who was granted a waiver in the form of a letter of no objection,https://web.archive.org/web/20221115040941/https://www.ombudsman.hk/wp-content/uploads/2022/07/LandsD_code_EN201902.pdf,Report (PDF),2019年2月,地政總署拒絕披露其透過發出「不反對通知書」豁免某申請人改變土地用途所需繳付的地價及行政費用金額,https://web.archive.org/web/20221106205326/https://www.ombudsman.hk/wp-content/uploads/2022/07/LandsD_code_TC201902.pdf,全文 (PDF),2019年2月,地政总署拒绝披露其透过发出「不反对通知书」豁免某申请人改变土地用途所需缴付的地价及行政费用金额,https://web.archive.org/web/20221115034521/https://www.ombudsman.hk/wp-content/uploads/2022/07/LandsD_code_SC201902.pdf,全文 (PDF)
24,January 2019,LCSD refused to provide the investigation report submitted by a sports association and the list of members of an investigation panel,https://web.archive.org/web/20221115033722/https://www.ombudsman.hk/wp-content/uploads/2022/07/LCSD_code_EN201901-1.pdf,Report (PDF),2019年1月,康文署拒絕提供由某體育總會提交的調查報告及調查委員會的成員名單,https://web.archive.org/web/20221106205303/https://www.ombudsman.hk/wp-content/uploads/2022/07/LCSD_code_TC201901.pdf,全文 (PDF),2019年1月,康文署拒绝提供由某体育总会提交的调查报告及调查委员会的成员名单,https://web.archive.org/web/20221115032259/https://www.ombudsman.hk/wp-content/uploads/2022/07/LCSD_code_SC201901.pdf,全文 (PDF)
23,December 2018,CSD failed to provide Mr A with various items of information related to his complaints against CSD in a timely manner,https://web.archive.org/web/20221115035318/https://www.ombudsman.hk/wp-content/uploads/2022/07/CSD_Code_EN201812.pdf,Report (PDF),2018年12月,懲教署未有適時向A先生提供多項與他投訴懲教署有關的資料,https://web.archive.org/web/20221106205324/https://www.ombudsman.hk/wp-content/uploads/2022/07/CSD_code_TC201812.pdf,全文 (PDF),2018年12月,惩教署未有适时向A先生提供多项与他投诉惩教署有关的资料,https://web.archive.org/web/20221115041214/https://www.ombudsman.hk/wp-content/uploads/2022/07/CSD_code_SC201812.pdf,全文 (PDF)
22,September 2018,ICAC refused to provide Mr B with documents related to his complaints against ICAC officers (“the Documents”),https://web.archive.org/web/20221115032216/https://www.ombudsman.hk/wp-content/uploads/2022/07/ICAC_code_EN201809.pdf,Report (PDF),2018年9月,廉署拒絕向B先生提供與他就該署職員所作的投訴(「職員投訴」)相關的文件(「事涉文件」),https://web.archive.org/web/20221106205306/https://www.ombudsman.hk/wp-content/uploads/2022/07/ICAC_code_TC201809.pdf,全文 (PDF),2018年9月,廉署拒绝向B先生提供与他就该署职员所作的投诉(「职员投诉」)相关的文件(「事涉文件」),https://web.archive.org/web/20221115035310/https://www.ombudsman.hk/wp-content/uploads/2022/07/ICAC_code_SC201809-1.pdf,全文 (PDF)
21,July 2018,LandsD refused to provide squatter inspection records,https://web.archive.org/web/20221115041237/https://www.ombudsman.hk/wp-content/uploads/2022/07/LandsD_code_EN201807.pdf,Report (PDF),2018年7月,地政總署拒絕提供寮屋巡查記錄,https://web.archive.org/web/20221106205258/https://www.ombudsman.hk/wp-content/uploads/2022/07/LandsD_code_TC201807.pdf,全文 (PDF),2018年7月,地政总署拒绝提供寮屋巡查记录,https://web.archive.org/web/20221115033511/https://www.ombudsman.hk/wp-content/uploads/2022/07/LandsD_code_SC201807.pdf,全文 (PDF)
20,July 2018,HAD refused to provide an unabridged version of the Model Rules for Rural Committee Elections and the Constitutions of all Rural Committees,https://web.archive.org/web/20221115032536/https://www.ombudsman.hk/wp-content/uploads/2022/07/HAD_code_EN201807.pdf,Report (PDF),2018年7月,民政總署拒絕提供《鄉事委員會選舉範則》的完整版本及各鄉事委員會的《組織章程》,https://web.archive.org/web/20221106205301/https://www.ombudsman.hk/wp-content/uploads/2022/07/HAD_code_TC201807.pdf,全文 (PDF),2018年7月,民政总署拒绝提供《乡事委员会选举范则》的完整版本及各乡事委员会的《组织章程》,https://web.archive.org/web/20221115035359/https://www.ombudsman.hk/wp-content/uploads/2022/07/HAD_code_SC201807.pdf,全文 (PDF)
19,June 2018,EPD refused to provide a breakdown of the cost of an outsourced project,https://web.archive.org/web/20221115035259/https://www.ombudsman.hk/wp-content/uploads/2022/07/EPD_code_EN201806.pdf,Report (PDF),2018年6月,環保署拒絕提供一個外判工程項目成本的分項數字,https://web.archive.org/web/20221106205309/https://www.ombudsman.hk/wp-content/uploads/2022/07/EPD_code_TC201806.pdf,全文 (PDF),2018年6月,环保署拒绝提供一个外判工程项目成本的分项数字,https://web.archive.org/web/20221115040946/https://www.ombudsman.hk/wp-content/uploads/2022/07/EPD_code_SC201806.pdf,全文 (PDF)
18,April 2018,SWD refused to provide Mr C with the manual on its Comprehensive Social Security Assistance (“CSSA”) Scheme (“CSSA Manual”) and had delay in responding to his information request,https://web.archive.org/web/20221115041241/https://www.ombudsman.hk/wp-content/uploads/2022/07/201804_I__SWD_Eng.pdf,Report (PDF),2018年4月,社署拒絕向C先生提供綜合社會保障援助（「綜援」）計劃的手冊（「綜援手冊」），以及延誤回應其索取資料要求,https://web.archive.org/web/20221106205301/https://www.ombudsman.hk/wp-content/uploads/2022/07/201804_I__SWD_Chin.pdf,全文 (PDF),2018年4月,社署拒绝向C先生提供综合社会保障援助（「综援」）计划的手册（「综援手册」），以及延误回应其索取资料要求,https://web.archive.org/web/20221115032021/https://www.ombudsman.hk/wp-content/uploads/2022/07/201804_I__SWD_SC.pdf,全文 (PDF)
17,March 2018,LCSD refused to provide CCTV footage of a public library,https://web.archive.org/web/20221115040749/https://www.ombudsman.hk/wp-content/uploads/2022/07/LCSD_201803_Eng__0.pdf,Report (PDF),2018年3月,康文署拒絕提供某公共圖書館的閉路電視錄像,https://web.archive.org/web/20221106205308/https://www.ombudsman.hk/wp-content/uploads/2022/07/LCSD_201803.pdf,全文 (PDF),2018年3月,康文署拒绝提供某公共图书馆的闭路电视录像,https://web.archive.org/web/20221115034809/https://www.ombudsman.hk/wp-content/uploads/2022/07/LCSD_201803_Simp_Chin_.pdf,全文 (PDF)
16,January 2018,CSD refused to provide information on complaints about use of unnecessary force by officers of its correctional institutions,https://web.archive.org/web/20221115035730/https://www.ombudsman.hk/wp-content/uploads/2022/07/CSD_201801__Eng_.pdf,Report (PDF),2018年1月,懲教署拒絕提供有關懲教院所職員使用不必要武力的投訴的資料,https://web.archive.org/web/20221106205259/https://www.ombudsman.hk/wp-content/uploads/2022/07/CSD_201801.pdf,全文 (PDF),2018年1月,惩教署拒绝提供有关惩教院所职员使用不必要武力的投诉的资料,https://web.archive.org/web/20221115041136/https://www.ombudsman.hk/wp-content/uploads/2022/07/CSD_201801__Simp_Chi_.pdf,全文 (PDF)
15,April 2017,REO refused to provide the complainant with statistics of the 2016 Legislative Council Election,https://web.archive.org/web/20221115041017/https://www.ombudsman.hk/wp-content/uploads/2022/07/Omb_2016_3878_I__REO_Eng__0.pdf,Report (PDF),2017年4月,選舉處拒絕向投訴人提供二Ｏ一六年立法會選舉的統計資料,https://web.archive.org/web/20221106205321/https://www.ombudsman.hk/wp-content/uploads/2022/07/Omb_2016_3878_I__REO_Trad_Chin_.pdf,全文 (PDF),2017年4月,选举处拒绝向投诉人提供二Ｏ一六年立法会选举的统计资料,https://web.archive.org/web/20221115035135/https://www.ombudsman.hk/wp-content/uploads/2022/07/Omb_2016_3878_I__REO_Simp_Chin_.pdf,全文 (PDF)
14,March 2017,LCSD refused to disclose the full text of a deed that it had signed with a company on the management of a waterfront promenade,https://web.archive.org/web/20221115035741/https://www.ombudsman.hk/wp-content/uploads/2022/07/Omb_2015_4140_I__LCSD_Eng__0.pdf,Report (PDF),2017年3月,康文署拒絕披露該署與某公司所簽署的某海濱長廊的管理協議全文,https://web.archive.org/web/20221106205311/https://www.ombudsman.hk/wp-content/uploads/2022/07/Omb_2015_4140_I__LCSD_Trad_Chin__0.pdf,全文 (PDF),2017年3月,康文署拒绝披露该署与某公司所签署的某海滨长廊的管理协议全文,https://web.archive.org/web/20221115032446/https://www.ombudsman.hk/wp-content/uploads/2022/07/Omb_2015_4140_I__LCSD_Simp_Chin__0.pdf,全文 (PDF)
13,January 2017,HD refused to provide a tenant with rental information relating to other tenants in its factory estate,https://web.archive.org/web/20221115035631/https://www.ombudsman.hk/wp-content/uploads/2022/07/2016-0117_I_Housing_Dept_Eng.pdf,Report (PDF),2017年1月,房屋署拒絕向租戶提供該署轄下工廠大廈內其他租戶的租金資料,https://web.archive.org/web/20221106205312/https://www.ombudsman.hk/wp-content/uploads/2022/07/2016_0117_I_Housing_Dept_C.pdf,全文 (PDF),2017年1月,房屋署拒绝向租户提供该署辖下工厂大厦内其他租户的租金资料,https://web.archive.org/web/20221115033642/https://www.ombudsman.hk/wp-content/uploads/2022/07/2016_0117_I_Housing_Dept_Simp_C.pdf,全文 (PDF)
12,December 2016,Leisure and Cultural Services Department failed to provide tree inspection report,https://web.archive.org/web/20221115035759/https://www.ombudsman.hk/wp-content/uploads/2022/07/2016-2190_I_LCSD_Eng.pdf,Report (PDF),2016年12月,康樂文化事務署沒有提供驗樹報告,https://web.archive.org/web/20221106205306/https://www.ombudsman.hk/wp-content/uploads/2022/07/2016-2190_I_LCSD_C_0.pdf,全文 (PDF),2016年12月,康乐及文化事务署没有提供验树报告,https://web.archive.org/web/20221115032700/https://www.ombudsman.hk/wp-content/uploads/2022/07/2016-2190_I_LCSD_Simp_C_0.pdf,全文 (PDF)
11,February 2016,Leisure and Cultural Services Department refused to release its tree inspection reports,https://web.archive.org/web/20221115035706/https://www.ombudsman.hk/wp-content/uploads/2022/07/LCSD_201602_Eng.pdf,Report (PDF),2016年2月,康樂及文化事務署拒絕提供其驗樹報告,https://web.archive.org/web/20221106205324/https://www.ombudsman.hk/wp-content/uploads/2022/07/LCSD_201602_Chi.pdf,全文 (PDF),2016年2月,康乐及文化事务署拒绝提供其验树报告,https://web.archive.org/web/20221115033536/https://www.ombudsman.hk/wp-content/uploads/2022/07/LCSD_201602_Simp_Chi.pdf,全文 (PDF)
10,February 2016,Constitutional and Mainland Affairs Bureau refused to provide records and details of the Government’s discourse with various political groups and Legislative Council Members on the 2015 political reform package,https://web.archive.org/web/20221115032822/https://www.ombudsman.hk/wp-content/uploads/2022/07/CMAB_201602_Eng.pdf,Report (PDF),2016年2月,政制及內地事務局拒絕提供政府就二Ｏ一五年政改方案與各政治團體及立法會議員會面的記錄和詳情,https://web.archive.org/web/20221106205327/https://www.ombudsman.hk/wp-content/uploads/2022/07/CMAB_201602_Chi.pdf,全文 (PDF),2016年2月,政制及内地事务局拒绝提供政府就二Ｏ一五年政改方案与各政治团体及立法会议员会面的记录和详情,https://web.archive.org/web/20221115035844/https://www.ombudsman.hk/wp-content/uploads/2022/07/CMAB_201602_Simp_Chi.pdf,全文 (PDF)
9,November 2015,Housing Department refused Mr A’s request for the management and maintenance records and CCTV footage of an estate shopping mall,https://web.archive.org/web/20221115041157/https://www.ombudsman.hk/wp-content/uploads/2022/07/HD_201511_Eng.pdf,Report (PDF),2015年11月,房屋署拒絕向A先生提供轄下商場的管理維修及閉路電視記錄,https://web.archive.org/web/20221106205301/https://www.ombudsman.hk/wp-content/uploads/2022/07/HD_201511_Chi-1.pdf,全文 (PDF),2015年11月,房屋署拒绝向A先生提供辖下商场的管理维修及闭路电视记录,https://web.archive.org/web/20221115040853/https://www.ombudsman.hk/wp-content/uploads/2022/07/HD_201511_Simp_Chi-1.pdf,全文 (PDF)
8,November 2015,Lands Department refused to provide Mr A with the personal data of an individual who had expressed an opinion on the Department’s proposal,https://web.archive.org/web/20221115035002/https://www.ombudsman.hk/wp-content/uploads/2022/07/Lands_201511_Eng.pdf,Report (PDF),2015年11月,地政總署拒絕向A先生提供某位曾就該署的建議表達意見的人士的個人資料,https://web.archive.org/web/20221106205314/https://www.ombudsman.hk/wp-content/uploads/2022/07/Lands_201511_Chi.pdf,全文 (PDF),2015年11月,地政总署拒绝向A先生提供某位曾就该署的建议表达意见的人士的个人资料,https://web.archive.org/web/20221115040712/https://www.ombudsman.hk/wp-content/uploads/2022/07/Lands_201511_Simp_Chi.pdf,全文 (PDF)
7,October 2015,Correctional Services Department erased the names of health care personnel from the medical records provided to Mr A,https://web.archive.org/web/20221115033001/https://www.ombudsman.hk/wp-content/uploads/2022/07/CSD_201510_Eng-1.pdf,Report (PDF),2015年10月,懲教署在給A先生的病歷資料中刪去了醫護人員的姓名,https://web.archive.org/web/20221106205329/https://www.ombudsman.hk/wp-content/uploads/2022/07/CSD_201510_Chin.pdf,全文 (PDF),2015年10月,惩教署在给A先生的病历资料中删去了医护人员的姓名,https://web.archive.org/web/20221115032515/https://www.ombudsman.hk/wp-content/uploads/2022/07/CSD_201510_Simp_Chin.pdf,全文 (PDF)
6,September 2015,Marine Department refused to provide Mr A with the list of members of its Disciplinary Panel,https://web.archive.org/web/20221115041148/https://www.ombudsman.hk/wp-content/uploads/2022/07/MD_201509_Eng.pdf,Report (PDF),2015年9月,海事處拒絕向A先生披露紀律評審小組成員的名單,https://web.archive.org/web/20221106205301/https://www.ombudsman.hk/wp-content/uploads/2022/07/MD_201509_Chin.pdf,全文 (PDF),2015年9月,海事处拒绝向A先生披露纪律评审小组成员的名单,https://web.archive.org/web/20221115041452/https://www.ombudsman.hk/wp-content/uploads/2022/07/MD_201509_Simp_Chin.pdf,全文 (PDF)
5,August 2015,Government Property Agency refused Mr A’s request for the full investigation report regarding a noise nuisance complaint prepared by a property management company (“the Company”) engaged by Government Property Agency,https://web.archive.org/web/20221115032505/https://www.ombudsman.hk/wp-content/uploads/2022/07/GPA_201508_Eng.pdf,Report (PDF),2015年8月,政府產業署拒絕向A 先生提供由該署委聘的物業管理公司就一宗噪音滋擾投訴所撰寫的完整調查報告,https://web.archive.org/web/20221106205324/https://www.ombudsman.hk/wp-content/uploads/2022/07/GPA_201508_Chin.pdf,全文 (PDF),2015年8月,政府产业署拒绝向A 先生提供由该署委聘的物业管理公司就一宗噪音滋扰投诉所撰写的完整调查报告,https://web.archive.org/web/20221115032800/https://www.ombudsman.hk/wp-content/uploads/2022/07/GPA_201508_Simp_Chin.pdf,全文 (PDF)
4,February 2015,"The Food and Health Bureau refused to provide information pertaining to its meeting in Chengdu with the State General Administration of Quality Supervision, Inspection and Quarantine on updating the list of pesticide residues in food under the relevant legislation",https://web.archive.org/web/20221115040920/https://www.ombudsman.hk/wp-content/uploads/2022/07/FHB_201502_E.pdf,Report (PDF),2015年2月,食衞局拒絕向A先生提供該局與國家質量監督檢驗檢疫總局在成都開會討論更新《食物內除害劑殘餘規例》附表一內有關食物內除害劑的資料,https://web.archive.org/web/20221106205302/https://www.ombudsman.hk/wp-content/uploads/2022/07/FHB_201502_TC.pdf,全文 (PDF),2015年2月,食卫局拒绝向A先生提供该局与国家质量监督检验检疫总局在成都开会讨论更新《食物内除害剂残余规例》附表一内有关食物内除害剂的资料,https://web.archive.org/web/20221115035942/https://www.ombudsman.hk/wp-content/uploads/2022/07/FHB_201502_SC.pdf,全文 (PDF)
3,January 2015,The Narcotics Division refused to provide information regarding its opinion polls on the RESCUE Drug Testing Scheme,https://web.archive.org/web/20221115040631/https://www.ombudsman.hk/wp-content/uploads/2022/07/SB_201501_E.pdf,Report (PDF),2015年1月,保安局轄下的禁毒處拒絕向A先生提供該處就「驗毒助康復計劃」所作的民意調查的資料,https://web.archive.org/web/20221106205313/https://www.ombudsman.hk/wp-content/uploads/2022/07/SB_201501_TC.pdf,全文 (PDF),2015年1月,保安局辖下的禁毒处拒绝向A先生提供该处就「验毒助康复计划」所作的民意调查的资料,https://web.archive.org/web/20221115032423/https://www.ombudsman.hk/wp-content/uploads/2022/07/SB_201501_SC.pdf,全文 (PDF)
2,May 2014,The Education Bureau refused to disclose the days on which it had inspected the premises suspected to be used as an unlicensed tutorial centre,https://web.archive.org/web/20221115033015/https://www.ombudsman.hk/wp-content/uploads/2022/07/EDB_201405_E.pdf,Report (PDF),2014年5月,教育局拒絕向A女士透露該局是在哪天巡查某涉嫌開辦無牌補習社的單位,https://web.archive.org/web/20221106205315/https://www.ombudsman.hk/wp-content/uploads/2022/07/EDB_201405_TC.pdf,全文 (PDF),2014年5月,教育局拒绝向A女士透露该局是在哪天巡查某涉嫌开办无牌补习社的单位,https://web.archive.org/web/20221115040833/https://www.ombudsman.hk/wp-content/uploads/2022/07/EDB_201405_SC.pdf,全文 (PDF)
1,December 2013,The Drainage Services Department refused to provide the investigation report on a road subsidence case,https://web.archive.org/web/20221115032611/https://www.ombudsman.hk/wp-content/uploads/2022/07/DSD_201312_E.pdf,Report (PDF),2013年12月,渠務署拒絕向A先生提供路陷事件的調查報告,https://web.archive.org/web/20221106205312/https://www.ombudsman.hk/wp-content/uploads/2022/07/DSD_201312_TC.pdf,全文 (PDF),2013年12月,渠务署拒绝向A先生提供路陷事件的调查报告,https://web.archive.org/web/20221115034445/https://www.ombudsman.hk/wp-content/uploads/2022/07/DSD_201312_SC.pdf,全文 (PDF)
